field_1,X,name,issues,basisOfRec,year,month,day,geodeticDa,decimalLon,decimalLat,optional,left,top,right,bottom,ID,left_1,top_1,right_1,bottom_1,ID_1,left_2,top_2,right_2,bottom_2,ID_2,left_3,top_3,right_3,bottom_3,ID_3,left_4,top_4,right_4,bottom_4,ID_4,left_5,top_5,right_5,bottom_5,ID_5,left_6,top_6,right_6,bottom_6,ID_6
32386,131,Ribes cereum,"gass84,gdativ",PRESERVED_SPECIMEN,2005,9,20,WGS84,-120.71390,40.17722,TRUE,1981687.16157,908287.29784,1982937.16157,907037.29784,41067,1981687.16157,908287.29784,1984187.16157,905787.29784,10294,1981687.16157,910787.29784,1986687.16157,905787.29784,2587,1981687.16157,910787.29784,1991687.16157,900787.29784,654,1981687.16157,920787.29784,2001687.16157,900787.29784,167,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
32387,132,Ribes cereum,cdround,PRESERVED_SPECIMEN,2005,9,13,WGS84,-120.08470,38.80603,TRUE,2035437.16157,757037.29784,2036687.16157,755787.29784,63247,2034187.16157,758287.29784,2036687.16157,755787.29784,15751,2031687.16157,760787.29784,2036687.16157,755787.29784,3907,2031687.16157,760787.29784,2041687.16157,750787.29784,994,2021687.16157,760787.29784,2041687.16157,740787.29784,241,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32388,133,Ribes cereum,"gass84,gdativ",PRESERVED_SPECIMEN,2005,9,20,WGS84,-120.71380,40.17708,TRUE,1981687.16157,908287.29784,1982937.16157,907037.29784,41067,1981687.16157,908287.29784,1984187.16157,905787.29784,10294,1981687.16157,910787.29784,1986687.16157,905787.29784,2587,1981687.16157,910787.29784,1991687.16157,900787.29784,654,1981687.16157,920787.29784,2001687.16157,900787.29784,167,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
32389,134,Ribes cereum,,PRESERVED_SPECIMEN,2005,9,13,WGS84,-120.08470,38.80611,TRUE,2035437.16157,757037.29784,2036687.16157,755787.29784,63247,2034187.16157,758287.29784,2036687.16157,755787.29784,15751,2031687.16157,760787.29784,2036687.16157,755787.29784,3907,2031687.16157,760787.29784,2041687.16157,750787.29784,994,2021687.16157,760787.29784,2041687.16157,740787.29784,241,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32390,175,Ribes nevadense,"cdround,gass84,txmatfuz",UNKNOWN,2005,9,23,WGS84,-120.26720,38.83111,TRUE,2019187.16157,759537.29784,2020437.16157,758287.29784,56576,2019187.16157,760787.29784,2021687.16157,758287.29784,14208,2016687.16157,760787.29784,2021687.16157,755787.29784,3520,2011687.16157,760787.29784,2021687.16157,750787.29784,864,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32391,176,Ribes nevadense,"gass84,gdativ",PRESERVED_SPECIMEN,2005,9,23,WGS84,-120.26720,38.83111,TRUE,2019187.16157,759537.29784,2020437.16157,758287.29784,56576,2019187.16157,760787.29784,2021687.16157,758287.29784,14208,2016687.16157,760787.29784,2021687.16157,755787.29784,3520,2011687.16157,760787.29784,2021687.16157,750787.29784,864,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32394,85,Symphoricarpos mollis,cdround,PRESERVED_SPECIMEN,2005,9,8,WGS84,-120.02170,38.91042,TRUE,2040437.16157,768287.29784,2041687.16157,767037.29784,65290,2039187.16157,768287.29784,2041687.16157,765787.29784,16261,2036687.16157,770787.29784,2041687.16157,765787.29784,4034,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32395,86,Symphoricarpos mollis,,PRESERVED_SPECIMEN,2005,9,8,WGS84,-120.02170,38.91028,TRUE,2040437.16157,768287.29784,2041687.16157,767037.29784,65290,2039187.16157,768287.29784,2041687.16157,765787.29784,16261,2036687.16157,770787.29784,2041687.16157,765787.29784,4034,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
32396,111,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2005,9,19,WGS84,-120.71810,40.15139,TRUE,1980437.16157,905787.29784,1981687.16157,904537.29784,40556,1979187.16157,905787.29784,1981687.16157,903287.29784,10038,1976687.16157,905787.29784,1981687.16157,900787.29784,2459,1971687.16157,910787.29784,1981687.16157,900787.29784,589,1961687.16157,920787.29784,1981687.16157,900787.29784,134,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
32398,113,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2005,9,19,WGS84,-120.71810,40.15139,TRUE,1980437.16157,905787.29784,1981687.16157,904537.29784,40556,1979187.16157,905787.29784,1981687.16157,903287.29784,10038,1976687.16157,905787.29784,1981687.16157,900787.29784,2459,1971687.16157,910787.29784,1981687.16157,900787.29784,589,1961687.16157,920787.29784,1981687.16157,900787.29784,134,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
32402,26,Vaccinium uliginosum,cdrep,PRESERVED_SPECIMEN,2005,9,11,WGS84,-121.20920,39.97417,TRUE,1939187.16157,887037.29784,1940437.16157,885787.29784,23642,1939187.16157,888287.29784,1941687.16157,885787.29784,5933,1936687.16157,890787.29784,1941687.16157,885787.29784,1430,1931687.16157,890787.29784,1941687.16157,880787.29784,331,1921687.16157,900787.29784,1941687.16157,880787.29784,69,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
33588,151,Arctostaphylos manzanita,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,1,WGS84,-120.23390,39.17556,TRUE,2022937.16157,797037.29784,2024187.16157,795787.29784,58085,2021687.16157,798287.29784,2024187.16157,795787.29784,14450,2021687.16157,800787.29784,2026687.16157,795787.29784,3641,2021687.16157,800787.29784,2031687.16157,790787.29784,925,2021687.16157,800787.29784,2041687.16157,780787.29784,239,2001687.16157,820787.29784,2041687.16157,780787.29784,55,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
33589,39,Arctostaphylos nevadensis,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,1,WGS84,-120.23390,39.17556,TRUE,2022937.16157,797037.29784,2024187.16157,795787.29784,58085,2021687.16157,798287.29784,2024187.16157,795787.29784,14450,2021687.16157,800787.29784,2026687.16157,795787.29784,3641,2021687.16157,800787.29784,2031687.16157,790787.29784,925,2021687.16157,800787.29784,2041687.16157,780787.29784,239,2001687.16157,820787.29784,2041687.16157,780787.29784,55,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
33590,132,Arctostaphylos patula,"cdrep,cdround",PRESERVED_SPECIMEN,2005,10,3,WGS84,-118.44330,37.13247,TRUE,2181687.16157,573287.29784,2182937.16157,572037.29784,123415,2181687.16157,573287.29784,2184187.16157,570787.29784,30988,2181687.16157,575787.29784,2186687.16157,570787.29784,7814,2181687.16157,580787.29784,2191687.16157,570787.29784,1987,2181687.16157,580787.29784,2201687.16157,560787.29784,514,2161687.16157,580787.29784,2201687.16157,540787.29784,129,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
33591,86,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,4,WGS84,-118.22710,36.62178,TRUE,2202937.16157,517037.29784,2204187.16157,515787.29784,132181,2201687.16157,518287.29784,2204187.16157,515787.29784,33066,2201687.16157,520787.29784,2206687.16157,515787.29784,8341,2201687.16157,520787.29784,2211687.16157,510787.29784,2123,2201687.16157,520787.29784,2221687.16157,500787.29784,550,2201687.16157,540787.29784,2241687.16157,500787.29784,147,2201687.1615699999965727,540787.2978420000290498,2281687.1615699999965727,460787.2978420000290498,42
33592,87,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,4,WGS84,-118.22710,36.62178,TRUE,2202937.16157,517037.29784,2204187.16157,515787.29784,132181,2201687.16157,518287.29784,2204187.16157,515787.29784,33066,2201687.16157,520787.29784,2206687.16157,515787.29784,8341,2201687.16157,520787.29784,2211687.16157,510787.29784,2123,2201687.16157,520787.29784,2221687.16157,500787.29784,550,2201687.16157,540787.29784,2241687.16157,500787.29784,147,2201687.1615699999965727,540787.2978420000290498,2281687.1615699999965727,460787.2978420000290498,42
33593,88,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,4,WGS84,-118.22720,36.62167,TRUE,2202937.16157,517037.29784,2204187.16157,515787.29784,132181,2201687.16157,518287.29784,2204187.16157,515787.29784,33066,2201687.16157,520787.29784,2206687.16157,515787.29784,8341,2201687.16157,520787.29784,2211687.16157,510787.29784,2123,2201687.16157,520787.29784,2221687.16157,500787.29784,550,2201687.16157,540787.29784,2241687.16157,500787.29784,147,2201687.1615699999965727,540787.2978420000290498,2281687.1615699999965727,460787.2978420000290498,42
33615,114,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2005,10,1,WGS84,-120.23390,39.17556,TRUE,2022937.16157,797037.29784,2024187.16157,795787.29784,58085,2021687.16157,798287.29784,2024187.16157,795787.29784,14450,2021687.16157,800787.29784,2026687.16157,795787.29784,3641,2021687.16157,800787.29784,2031687.16157,790787.29784,925,2021687.16157,800787.29784,2041687.16157,780787.29784,239,2001687.16157,820787.29784,2041687.16157,780787.29784,55,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
34083,30,Arctostaphylos mewukka,"gass84,gdativ",PRESERVED_SPECIMEN,2005,11,15,WGS84,-120.82220,38.76639,TRUE,1971687.16157,752037.29784,1972937.16157,750787.29784,37088,1971687.16157,753287.29784,1974187.16157,750787.29784,9328,1971687.16157,755787.29784,1976687.16157,750787.29784,2360,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
34084,30,Arctostaphylos mewukka,"gass84,gdativ",PRESERVED_SPECIMEN,2005,11,15,WGS84,-120.82220,38.76639,TRUE,1971687.16157,752037.29784,1972937.16157,750787.29784,37088,1971687.16157,753287.29784,1974187.16157,750787.29784,9328,1971687.16157,755787.29784,1976687.16157,750787.29784,2360,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3781,132,Arctostaphylos viscida,"cdround,gass84",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.76560,38.78833,TRUE,1976687.16157,754537.29784,1977937.16157,753287.29784,39138,1976687.16157,755787.29784,1979187.16157,753287.29784,9841,1976687.16157,755787.29784,1981687.16157,750787.29784,2489,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3782,133,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.76560,38.78833,TRUE,1976687.16157,754537.29784,1977937.16157,753287.29784,39138,1976687.16157,755787.29784,1979187.16157,753287.29784,9841,1976687.16157,755787.29784,1981687.16157,750787.29784,2489,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3783,134,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,30,WGS84,-120.88120,39.15828,TRUE,1966687.16157,795787.29784,1967937.16157,794537.29784,35001,1966687.16157,795787.29784,1969187.16157,793287.29784,8797,1966687.16157,795787.29784,1971687.16157,790787.29784,2223,1961687.16157,800787.29784,1971687.16157,790787.29784,535,1961687.16157,800787.29784,1981687.16157,780787.29784,140,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
3784,135,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.78940,38.76722,TRUE,1974187.16157,752037.29784,1975437.16157,750787.29784,38114,1974187.16157,753287.29784,1976687.16157,750787.29784,9585,1971687.16157,755787.29784,1976687.16157,750787.29784,2360,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3785,136,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,30,WGS84,-120.88120,39.15828,TRUE,1966687.16157,795787.29784,1967937.16157,794537.29784,35001,1966687.16157,795787.29784,1969187.16157,793287.29784,8797,1966687.16157,795787.29784,1971687.16157,790787.29784,2223,1961687.16157,800787.29784,1971687.16157,790787.29784,535,1961687.16157,800787.29784,1981687.16157,780787.29784,140,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
3786,137,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.78940,38.76722,TRUE,1974187.16157,752037.29784,1975437.16157,750787.29784,38114,1974187.16157,753287.29784,1976687.16157,750787.29784,9585,1971687.16157,755787.29784,1976687.16157,750787.29784,2360,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3787,138,Arctostaphylos viscida,,PRESERVED_SPECIMEN,2006,3,17,WGS84,-120.81410,38.69449,TRUE,1971687.16157,744537.29784,1972937.16157,743287.29784,37094,1971687.16157,745787.29784,1974187.16157,743287.29784,9331,1971687.16157,745787.29784,1976687.16157,740787.29784,2362,1971687.16157,750787.29784,1981687.16157,740787.29784,605,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3788,139,Arctostaphylos viscida,"cdround,gass84",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.78940,38.76722,TRUE,1974187.16157,752037.29784,1975437.16157,750787.29784,38114,1974187.16157,753287.29784,1976687.16157,750787.29784,9585,1971687.16157,755787.29784,1976687.16157,750787.29784,2360,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3789,140,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,26,WGS84,-120.76560,38.78833,TRUE,1976687.16157,754537.29784,1977937.16157,753287.29784,39138,1976687.16157,755787.29784,1979187.16157,753287.29784,9841,1976687.16157,755787.29784,1981687.16157,750787.29784,2489,1971687.16157,760787.29784,1981687.16157,750787.29784,604,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3790,141,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,17,WGS84,-120.32830,38.71389,TRUE,2014187.16157,745787.29784,2015437.16157,744537.29784,54535,2014187.16157,745787.29784,2016687.16157,743287.29784,13700,2011687.16157,745787.29784,2016687.16157,740787.29784,3394,2011687.16157,750787.29784,2021687.16157,740787.29784,865,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3800,146,Ribes nevadense,"cdround,gass84,txmatfuz",UNKNOWN,2006,3,18,WGS84,-120.83060,38.68806,TRUE,1970437.16157,743287.29784,1971687.16157,742037.29784,36582,1969187.16157,743287.29784,1971687.16157,740787.29784,9075,1966687.16157,745787.29784,1971687.16157,740787.29784,2233,1961687.16157,750787.29784,1971687.16157,740787.29784,540,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3801,147,Ribes nevadense,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,18,WGS84,-120.83060,38.68806,TRUE,1970437.16157,743287.29784,1971687.16157,742037.29784,36582,1969187.16157,743287.29784,1971687.16157,740787.29784,9075,1966687.16157,745787.29784,1971687.16157,740787.29784,2233,1961687.16157,750787.29784,1971687.16157,740787.29784,540,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3802,148,Ribes nevadense,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,18,WGS84,-120.83060,38.68806,TRUE,1970437.16157,743287.29784,1971687.16157,742037.29784,36582,1969187.16157,743287.29784,1971687.16157,740787.29784,9075,1966687.16157,745787.29784,1971687.16157,740787.29784,2233,1961687.16157,750787.29784,1971687.16157,740787.29784,540,1961687.16157,760787.29784,1981687.16157,740787.29784,142,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
3803,145,Ribes roezlii,"gass84,gdativ",PRESERVED_SPECIMEN,2006,3,30,WGS84,-120.88120,39.15828,TRUE,1966687.16157,795787.29784,1967937.16157,794537.29784,35001,1966687.16157,795787.29784,1969187.16157,793287.29784,8797,1966687.16157,795787.29784,1971687.16157,790787.29784,2223,1961687.16157,800787.29784,1971687.16157,790787.29784,535,1961687.16157,800787.29784,1981687.16157,780787.29784,140,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
3804,146,Ribes roezlii,"cdround,gass84,txmatfuz",UNKNOWN,2006,3,30,WGS84,-120.88120,39.15828,TRUE,1966687.16157,795787.29784,1967937.16157,794537.29784,35001,1966687.16157,795787.29784,1969187.16157,793287.29784,8797,1966687.16157,795787.29784,1971687.16157,790787.29784,2223,1961687.16157,800787.29784,1971687.16157,790787.29784,535,1961687.16157,800787.29784,1981687.16157,780787.29784,140,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
7611,47,Arbutus menziesii,cdrep,PRESERVED_SPECIMEN,2006,4,23,WGS84,-121.55310,39.59333,TRUE,1909187.16157,844537.29784,1910437.16157,843287.29784,11364,1909187.16157,845787.29784,1911687.16157,843287.29784,2866,1906687.16157,845787.29784,1911687.16157,840787.29784,665,1901687.16157,850787.29784,1911687.16157,840787.29784,140,1901687.16157,860787.29784,1921687.16157,840787.29784,38,1881687.16157,860787.29784,1921687.16157,820787.29784,3,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
7618,142,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,26,WGS84,-120.56330,38.71556,TRUE,1994187.16157,747037.29784,1995437.16157,745787.29784,46326,1994187.16157,748287.29784,1996687.16157,745787.29784,11643,1991687.16157,750787.29784,1996687.16157,745787.29784,2877,1991687.16157,750787.29784,2001687.16157,740787.29784,735,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7619,143,Arctostaphylos viscida,"cdround,gass84",PRESERVED_SPECIMEN,2006,4,26,WGS84,-120.56330,38.71556,TRUE,1994187.16157,747037.29784,1995437.16157,745787.29784,46326,1994187.16157,748287.29784,1996687.16157,745787.29784,11643,1991687.16157,750787.29784,1996687.16157,745787.29784,2877,1991687.16157,750787.29784,2001687.16157,740787.29784,735,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7620,144,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,7,WGS84,-120.80110,38.59889,TRUE,1972937.16157,733287.29784,1974187.16157,732037.29784,37616,1971687.16157,733287.29784,1974187.16157,730787.29784,9336,1971687.16157,735787.29784,1976687.16157,730787.29784,2364,1971687.16157,740787.29784,1981687.16157,730787.29784,606,1961687.16157,740787.29784,1981687.16157,720787.29784,143,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7621,145,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7622,146,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,26,WGS84,-120.56330,38.71556,TRUE,1994187.16157,747037.29784,1995437.16157,745787.29784,46326,1994187.16157,748287.29784,1996687.16157,745787.29784,11643,1991687.16157,750787.29784,1996687.16157,745787.29784,2877,1991687.16157,750787.29784,2001687.16157,740787.29784,735,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7623,147,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7624,148,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,20,WGS84,-120.72220,38.63194,TRUE,1980437.16157,737037.29784,1981687.16157,735787.29784,40691,1979187.16157,738287.29784,1981687.16157,735787.29784,10105,1976687.16157,740787.29784,1981687.16157,735787.29784,2492,1971687.16157,740787.29784,1981687.16157,730787.29784,606,1961687.16157,740787.29784,1981687.16157,720787.29784,143,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7625,149,Arctostaphylos viscida,"cdround,gass84",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7658,51,Ribes quercetorum,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,20,WGS84,-118.95390,36.09941,TRUE,2139187.16157,457037.29784,2140437.16157,455787.29784,106066,2139187.16157,458287.29784,2141687.16157,455787.29784,26665,2136687.16157,460787.29784,2141687.16157,455787.29784,6676,2131687.16157,460787.29784,2141687.16157,450787.29784,1674,2121687.16157,460787.29784,2141687.16157,440787.29784,421,2121687.16157,460787.29784,2161687.16157,420787.29784,115,2121687.1615699999965727,460787.2978420000290498,2201687.1615699999965727,380787.2978420000290498,34
7689,118,Umbellularia californica,"cdround,gass84",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7690,119,Umbellularia californica,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
7691,120,Umbellularia californica,"gass84,gdativ",PRESERVED_SPECIMEN,2006,4,13,WGS84,-120.79220,38.98111,TRUE,1974187.16157,775787.29784,1975437.16157,774537.29784,38095,1974187.16157,775787.29784,1976687.16157,773287.29784,9576,1971687.16157,775787.29784,1976687.16157,770787.29784,2356,1971687.16157,780787.29784,1981687.16157,770787.29784,602,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
